title,id,category,transcript
Unplugged - What is Computer Science?,HsXaVV6fFDY,computer science,"What do you want to be when you grow up Olivia? Umm, an astronaut! Do you happen to know what a computer programmer is? Yeahh, umm, no. Umm, what what? I'm not really sure how to explain it. Computer programming is pretty simple. It's a set of instructions, like a recipe. You have to follow them step by step to get the end result you want. Computer science is a way to impact the world. It can be music videos, it can be games, detect whether or not someone is related to someone else. Find you know, people's friends. You can do all sorts of other crazy things that actually save lives. You do have to have a drive I think. It is to me like a paintbrush. I think great programming is not all that dissimilar from great art. When I finally learned a little bit of programming, that blank wall resolved into a bunch of doors and you open them and of course then you find behind them is another hallway filled with a bunch of doors. Programming is fun and easy. You can do anything your mind wants to do. Finally you start to open enough doors the light comes in. To me a finished program is like a structure filled with light. All the corners are illuminated. The number of people that you can touch and interact with is something the world has never seen before. Our first lesson in this series is all about what computer science is, what a computer scientist does and how you can be more responsible in your use of technology. It's a very important lesson but it is a little text-heavy. At the end, you get to make your very own customized encoding using your initials. It's a fun activity and it's very empowering because binary is one of those things that feels very technical but once you understand it, it's like you speak a secret language."
Theoretical Computer Scientist Subhash Khot | 2016 MacArthur Fellow,n7v9psW3Qwo,computer science,"My research area is the study of power and limitations of computing. In short, it is the study of what computers can do and more computers cannot do. I'm Subhas Khot. I'm a theoretical computer scientist We would like our computers to do a lot of things for us and in theoretical terms these are called designing algorithms to solve computation problems. For the last several decades, computer scientists have identified a very large class of problems. These are known as NP complete problems, which they would really like to solve fast . But now they have more or less accepted that these problems cannot be solved fast. The Unique Games Conjecture, it states that certain very specific computational problem about coloring nodes of a network to satisfy certain compatibility conditions and the conjecture states that this problem is very hard to solve and, in fact, very hard to even find. There is only approximate solutions and what the main consequence or the implication of the unique games conjecture is that, if you believe that this one specific problem is hard to solve, it implies that lots and lots of other problems, which computer scientists are very interested in, there also hard to solve. The Unique Games Conjecture it's it's not yet proven, however the research surrounding the conjecture, all these efforts, they have actually led to many many developments in computer science and mathematics. On the other hand, it's also useful that certain competition problems simply cannot be solved fast, and one such example being factoring integers. For example, if I tell you number 35 and you're supposed to find its factors, if I times  7, this cannot be solved fast for when the numbers grow really large, and it turns out that the security of almost on online systems ,let's say banking, it depends on our belief that nobody knows how to factor integers fast. So the Unique Games Conjecture it led to quite surprising discovery in entirely unexpected area of research. We know what elections are and often the result of an election is simply decided by majority vote, Uf there are two candidates, then whichever candidate gets more votes wins. The Unique Games Conjecture, it led to the reason that this votingscheme is stable under noise, meaning even if the words where  miscountered or maybe there was little bit of noise in recording the votes. It won't really change the the winner of the election by much. For several years, I have been trying to make progress on proving the Unique Games Conjecture ,and in the last four or five years me along with my coauthors, we do have a quite promising approaches that I'm excited about. I personally have started believing that we do have actually an approach to prove it and I'm I'm excited in following these approaches and I see where these go."
First Things First: Why I Study Computer Science | UConn,s_C9yE1588A,computer science,the first programming language  I had exposure to was Python and this was really cool experience for me because  it was the first time I got to you know type some words on a page and it would actually be something that would function you'd see like you see words popping up you could make it interactive you you just have a whole bunch of different logical like ifs and aliases and then you can make an entire game out of it so  this experience in high school was what really led me to look into computer science at UConn and once I got in a tour got to meet some of the professors  I really knew it would be a great fit since I've started here  it's been amazing I've gotten more experience in Python I've got experience in C and Java  and I just love all of it it's all different ways of using logic to be creative and make something that works
Shaun’s story - MSc Computer Science,_CCCPHkwb24,computer science,"I just want to keep my options open. When I was doing my A-levels it was the same thing. Always just looking for the broadest avenue that I could take. My undergrad, I did a psychology degree which I actually did here, at the University of Bath. It was a good all-round degree that allowed me to explore lots different things. So I went looking for jobs  and landed myself in a summer job. I liked the work I was doing but at the same time a lot of the software that we were using,  they're quite outdated, very little support for them. I found that quite frustrating. I'd always been sort of interested in computer science and it definitely inspired me to learn and maybe find myself in a role one day where I could be building systems that could help people. The course is quite collaborative and fosters this sort of environment where you're always sharing ideas and talking to people and everybody on this course wants to do well and wants everyone else to do well. The lecturers were always made themselves available. I chose to do the module called  Intelligent Control and Cognitive Systems and we were building robots out of Lego and setting them off so to roam around the room and I've enjoyed all the coding that we've done on the course,  I find it a good challenge. A Computer Science degree is just so sought after, so valued. And think that's what I've found pretty much everywhere that I've gone. Now people are like knocking on my door. The world thrives on data these days, you know. It's the most valuable asset that you can have. The study of computer science holds the answers to the questions that you might not even be facing yet. You're designing something that's making someone's life in some way, easier. You do something that you  have a sense of ownership over. Just how can you top that as a feeling?"
"Dr. Yihsiang Liow: Associate Professor of Computer Science, Columbia College",Q3O7Xc3gVHU,computer science,"Computer Science is really everywhere. We are surrounded by computers. Now in terms of studying computer science at Columbia College, we have a small learning environment. Students interact among themselves and they have a good interaction with instructors too. So, they get to learn effectively and efficiently. Well one of my favorites would be Intro to Programming, Introduction to Programming, because that is when you get to see the new students. It is right at the beginning of the programming career or computer science career. The instructor will have a great impact and that is when perhaps interaction with students is maximal, when they are more dependent on the instructor. I think computer science is different from many other areas of study, because you have to solve problems. There is logical thinking and problem solving involved. At the same time whereas in other areas of study where you study the theory, in computer science you actually implement the theory. For instance, you can understand the logic behind a computer game and then you can write your own game. Students find that really exciting. Because of our small environment, students get to learn things effectively and efficiently. So the small environment allows us to really prepare students for their lives for professional life."
The fundamental theorem of arithmetic | Computer Science | Khan Academy,8CluknrLeys,computer science,"Imagine we are living in prehistoric times. Now, consider the following. How did we keep track of time without a clock? All clocks are based on some repetitive pattern which divides the flow of time into equal segments. To find these repetitive patterns, we look towards the heavens. The sun rising and falling each day is the most obvious. However, to keep track of longer periods of time, we looked for longer cycles. For this we looked to the moon, which seemed to gradually grow and shrink over many days. When we count the number of days between full moons, we arrive at the number 29. This is the origin of a month. However, if we try to divide 29 into equal pieces, we run into a problem. It is impossible. The only way to divide 29 into equal pieces is to break it back down into single units. 29 is a prime number. Think of it as unbreakable. If a number can be broken down into equal pieces greater than one, we call it a composite number. Now, if we are curious, we may wonder how many prime numbers are there, and how big do they get? Let's start by dividing all numbers into two categories. We list the primes on the left, and the composites on the right. At first they seem to dance back and forth. There is no obvious pattern here. So let's use a modern technique to see the big picture. The trick is to use a Ulam spiral. First we list all possible numbers in order in a growing spiral. Then we color all the prime numbers blue. Finally, we zoom out to see millions of numbers. This is the pattern of primes, which goes on and on forever. Incredibly, the entire structure of this pattern is still unsolved today. We are on to something. So let's fast forward to around 300 BC in ancient Greece. A philosopher known as Euclid of Alexandria understood that all numbers could be split into these two distinct categories. He began by realizing that any number can be divided down over and over until you reach a group of smallest equal numbers. And by definition, these smallest numbers are always prime numbers. So he knew that all numbers are somehow built out of smaller primes. To be clear, imagine the universe of all numbers, and ignore the primes. Now, pick any composite number and break it down, and you are always left with prime numbers. So Euclid knew that every number could be expressed using a group of smaller primes. Think of these as building blocks. No matter what number you choose, it can always be built with an addition of smaller primes. This is the root of his discovery, known as the fundamental theorem of arithmetic, as follows. Take any number, say 30, and find all the prime numbers it divides into equally. This we know as factorization. This will give us the prime factors. In this case, 2, 3, and 5 are the prime factors of 30. Euclid realized that you could then multiply these prime factors a specific number of times to build the original number. In this case, you simply multiply each factor once to build 30. 2 times 3 times 5 is the prime factorization of 30. Think of it as a special key, or combination. There is no other way to build 30 using some other groups of prime numbers multiplied together. So every possible number has one, and only one prime factorization. A good analogy is to imagine each number as a different lock. The unique key for each lock would be its prime factorization. No two locks share a key. No two numbers share a prime factorization."
What is cryptography? | Journey into cryptography | Computer Science | Khan Academy,Kf9KjCKmDcU,computer science,"Imagine two people who share an important secret have to split up. This requires them to communicate private information from a distance. However, an eavesdropper named Eve also wants this information, and has the ability to intercept their messages. So, Alice decides to communicate using letters written in some kind of secret code. The following analogy is helpful. First, Alice locks her message in a box, using a lock that only she and Bob know the combination to. This is known as 'encryption.' Then, the locked message is sent to Bob. When Bob receives the box, he opens it using the code they shared in advance. This is called 'decryption.' Cryptography begins when we abandon physical locks and use 'ciphers' instead. Think of [ciphers] as virtual locks. Ciphers allow Alice and Bob to scramble and descramble their messages so that they would appear meaningless if Eve intercepted them. Cryptography has been around for thousands of years. It has decided wars, and is at the heart of the worldwide communication network today. The fascinating story of cryptography requires us to understand two very old ideas related to number theory and probability theory."
The New Era of CS at UChicago: Expanding Data and Computer Science,AQgzcic0NiI,computer science,"MICHAEL FRANKLIN: The new John Crerar Library building is at the heart of our efforts to expand computer and data science at the University of Chicago. Today, computer science is deeply interconnected with many research disciplines. We're adding faculty and courses in critical topics such as data science, artificial intelligence, human computer interaction, and security. Our new modern space in Crerar reflects that spirit of collaboration across boundaries. We have new areas for faculty and students to work together, experiment with technology, and connect with the field's leading experts. The Media Arts, Data, and Design Center provides resources for game design and research, digital fabrication, data visualization, and GIS methods. The library's renovated collections and study areas preserve the building's original mission. We're excited for this new era of computer science at the University of Chicago, and we invite you to come visit us and our neighbors at the new John Crerar Library.  "
Master of Science in Computer Science: A Distinctive Program Creates Exceptional Graduates,D6uDVv4de-M,computer science,"""One of the unique things about our computer science program is that we have the areas of cybersecurity and digital forensics and networks that really help build up your computer science skills in today's society. We don't focus on one programming language. Many universities when you go to their curriculum you see that 'you know what we're just gonna teach them C, right? We have a different philosophy here at the University of New Haven. We think and we know in fact that by the time you graduate you're going to have to know multiple programming languages therefore by the time you graduate you must have at least experienced three programming languages, including Python which has been rated recently as one of the most used programming languages. We have for example a course in Introduction to Digital Forensics. We have a course in mobile device forensics. We have another course that's in reverse engineering. These are courses that will prepare you 100% to enter the workforce."""
Josh Caratelli | Computer Science | RMIT University,SHsHiq2q0zk,computer science,"So I really love computer science because it's a great mix of working with fantastic people and combining technical and creative skills. I've always been a huge gamer, I love playing games and the social interactions you have with games and it wasn't I met game developers in person that I realised how passionate and creative and just awesome they were; that I went, hang on I'd love to do this as a job. My name's Josh Cartelli, I'm studying at RMIT University doing second year computer science and my day job is a junior  gameplay programmer at big ant studios. RMIT was a very obvious choice for me for a couple of reasons. The first being just the culture, the people here are super nice, super passionate if you have an issue or if you want to extend yourself RMIT's there for you. And secondly, in my field of computer science and game development, people overseas have heard of RMIT, and that just goes a long way. For me some of the biggest skills I've gained aren't the most obvious ones. Sure there's lots of technical math knowledge I learn in my classes, but the biggest one is working together with a team, how can you work together to achieve a common goal. One of my major achievements so far was launching iPhone game with my friend Liam McLaughlin. It's called Smog Game and teaches kids about saving the environment. We even created own company and talked to Apple reps and PwC and Epic and it was really cool just to go from this very small idea to actually have a finished product. I think the future of computer science and game development is heavily leaning towards tech such as AR and VR, but the thing I think people overlook the most is the democratisation of game development and app development. Anyone can get started now, tools are becoming cheaper or free, and just as a bedroom coder make your dream idea into reality, really."
Teach Computer Science with Minecraft: Education Edition,jSoewKbJZEw,computer science,Start your coding journey with over 150 hours  of computer science curriculum in Minecraft: Education Edition. Begin by learning introductory coding concepts with Hour of Code! Continue block-based coding with CODING FUNDAMENTALS. Then begin learning text-based coding in JavaScript or even Python! Your journey will take you from the arctic animal research center to the rings of Saturn to awesome floating islands! Use your creativity to build unique solutions to coding problems. Start Coding today!
What is Biology?,6v8djXa-IPQ,biology,"What is Biology? You may have learned to classify a rose or a human as living, rock and water as non-living. But why is this so? If you say that ""living"" is something that moves, but then flowing water can be called ""living"". Right? That's not entirely true. Life has a set of properties that an organism has to follow to be called ""living"". And a wonderful discipline of science studies life in great detail. It is called Biology. The word ""Bio"" means living, and ""logy"" means study. So Biology means the study of living things. Simply put: Anything which interacts with its environment, use energy and reproduce are known as living things. For example, we, humans, eat food to get energy, feel and respond to our environment, and reproduce to make more of ourselves. Many other living things like insects, birds, and animals have the same properties like us. So, they are all living organisms. Now the question arises how many types of living things are there? And how are they different from us? Biology is a field which answers these questions and many more questions related to living things. What is Biology? There are 7 characteristics that a living thing follows and therefore we study these in the vast field of biology. These are: One: Order If you examine a rose from near, you will notice it is very ordered. The petals are folded around each other with the center-bearing seeds. This illustrates the highly ordered structure that typifies life. Living cells are the basis of this complex organization. Two: Reproduction Organisms reproduce their own kind. A mother giant panda will always give birth to a panda, not a horse. We learned that from Kungfu Panda, too. Three: Growth and Development Inherited information in the form of DNA controls the pattern of growth and development of all organisms. You most probably look like your parents or close relative, thanks to the genes. Four: Energy Processing We, humans, eat food to get energy. The food we eat has also eaten some food to utilize its chemical energy stored in order to power its own activities and chemical reactions. Five: Responds to the environment All organisms respond to environmental stimuli. This is why you laugh when you're tickled. Six: Regulation Many types of mechanisms regulate an organism's internal environment. Keeping it within limits that sustain life. This is also called homeostasis. A lemur sunbathes to help raise the animal's body temperature on cold mornings. Seven: Evolutionary Adaptation Lions use camouflage to blend in with the savanna so they can easily hunt down an animal. Such adaptations evolve over many generations. Some new concepts like genes and DNA are introduced in this video. These will be explained in our upcoming videos. Stay tuned!"
Biology: Cell Transport,ufCiGz75DAk,biology,"Cell transport is the process of how things move in or out of the cell through the cell membrane There are two broad categories of cell Transport The first Category is passive transport, for a cell passive transport means It's an automatic process that doesn't require any input of energy for example Diffusion is a passive process in which particles move either into or out of the cell from an area of higher concentration to an area of lower concentration The cell doesn't use any energy when this happens The second Category of cell Transport is active Transport This is when particles move from an area of lower concentration to an area of higher concentration when particles move against the concentration gradient Energy is required often to allow protein pumps to assist in Particle Movement why would the cell need to move particles from a low to high concentration and expend energy to do it An Important example is seen in your heart muscle cells In order for your heart to beat there are certain molecules that have to move from an area of low concentration to an area of high concentration for those cardiac muscle cells to work So the main things to remember are passive transport happens automatically with no energy required while active transport needs energy for it to occur  "
"Oh, Biology (From the Disney Channel Original Movie &quot;Freaky Friday&quot;)",NZ4BnBAWvVw,biology,"♪ ♪ ♪ I'm ace at all anatomies, a master of dissection ♪ ♪ An expert chef who wields an expert knife ♪ ♪ But still I sense a gremlin in this system of perfection ♪ ♪ There clearly are still mysteries to life ♪ ♪ Its kingdom, phylum, class and then it's order, family genus ♪ ♪ It all comes back to me like child's play ♪ ♪ Then he leans over my shoulder there in all his long and leanness ♪ ♪ And cuts my hard-earned knowledge clean away ♪ ♪ I try to keep a focused mind ♪ ♪ And steady hand ♪ ♪ But the rhythm of my heart ♪ ♪ Is like a country western band ♪ ♪ Oh, biology! ♪ ♪ What have you done to me? ♪ ♪ Why can't my grownup brain control my teenage parts ♪ ♪ Oh, biology! ♪ ♪ Why won't you let me be? ♪ ♪ Why can't you be humane ♪ ♪ And still our beating hearts ♪ ♪ Before the cutting starts ♪ ♪ She's so confident and cocky, it's a total transformation ♪ ♪ I'm sweating, but I'll try to play it cool ♪ ♪ But I open up my mouth to try to make some conversation ♪ ♪ And somehow end up sounding like a fool ♪ ♪ Yo, dude, that's sick, I'm way impressed, like, ♪ ♪ Sweet technique ♪ ♪ O.M.G! ♪ ♪ Um, like, totally, um thanks ♪ ♪ Come on now, can't I even speak? ♪ ♪ Oh, biology! ♪ ♪ What have you done to me? ♪ ♪ My over 40 soul is in a teen cliché ♪ ♪ Teen cliché ♪ ♪ Oh, biology! ♪ ♪ Why won't you set me free? ♪ ♪ 'Cause I'm not in control ♪ ♪ When hunger has its say ♪ ♪ And hormones have their way ♪ Focus, Blake. Focus. ♪ Hey, what is up with El today? ♪ ♪ She seems, well, kind of great ♪ ♪ She's always great-- but, yeah, it's nuts ♪ ♪ That girl is on my nerves today ♪ ♪ I better set her straight ♪ ♪ You better let her know what's what! ♪ ♪ I never knew that Ellie Blake was such a science whiz ♪ ♪ She's smart of course that much I knew ♪ ♪ But something's up with her today, I don't what it is ♪ ♪ But then just maybe I feel it too ♪ ♪ I feel it too ♪ ♪ We feel it too ♪ ♪ That girl is through! ♪ ♪ Oh, biology! ♪ ♪ Look what you've done to me ♪ ♪ My heart is in a pan ♪ ♪ My brain is out to sea ♪ ♪ Oh, biology! ♪ ♪ Why won't you let me be? ♪ ♪ Please help me if you can ♪ ♪ Please hear my painful plea ♪ ♪ Biology ♪ ♪ Biology ♪ ♪ Biology ♪ [bell rings] [chattering] Oops. Everyone, get out of the way. Savannah is coming through! ♪ Please set me free ♪ ♪ ♪"
What is Homeostasis? | Physiology | Biology | FuseSchool,quQr6X1Q58I,biology,"So what is homeostasis? Homeostasis is a term first defined by Claude Bernard in 1865. It means maintaining a constant internal environment. Wow, great, that really explains it doesn't it. Let me try and make it a bit clearer then. Imagine the cockpit of a plane, it is packed full of dials, And it is the pilot's job to make sure they all stay in the right place. If any of them change she will correct the plane to keep them in the right place and the plane in the air. This is a bit like how our brain works. Sensors all around the body are measuring various things and sending the information back to the brain. The brain then does its best to keep all these things stable and constant to keep the body working properly. This is homeostasis maintaining a constant internal environment. So what kind of things needs to be kept constant in the body? Well, it's very important to keep our temperature the same at around 37 degrees Celsius. You can find out more about this in the video on temperature regulation. You also need to keep the levels of sugar in the blood constant along with levels of ions and water. Your blood pressure needs to be carefully monitored along with the amounts of waste in the blood such as carbon dioxide and urea. Okay, so let's say one of these factors goes too high or low. What is the brain going to do to get it back to the normal levels? The answer to that is negative feedback. Negative feedback is the process where the brain uses either hormone or nervous system to send a signal to the part of the body that can rectify the problem. For example, after you eat a meal your blood sugar level increases You can see it on this graph. This is detected and the pancreas will release a hormone called insulin that causes the sugar to be stored in the liver. Therefore, as you can see on the graph, the blood sugar level returns to normal. Negative feedback is the loop from which the body detects the stimulus, reacts by responding accordingly, and brings the body back to the normal levels. So why is homeostasis so important? Our metabolism, which is all the chemical reactions in our bodies that keep us alive, is controlled by enzymes. These enzymes only work in very specific conditions. If these conditions change, they could stop working and we could die. Luckily all this happens without you having to think about it. If you had to do it yourself you would spend all day and night just trying to keep all these things constant. And would have no time to do anything fun like watch videos of cats on the internet."
WELL THIS IS AWKWARD: Matt Walsh has to educate biology student on biology,mB573AmATKw,biology,"Student: Hi. I thought you had some really good points, but I just wanted to ask you about hybrids and stuff because I'm here studying biology, and so we've learned a lot about genetic mutations, and disorders, and such, and there actually are hermaphrodite humans beings, where they have both ovaries and testicles. And that... I have it right here. It's actually a medical condition called ""ovotesticular disorder."" And there are also other genetic disorders where people are born with XXY, just X, or just Y, and such. And while it may seem rare, there are hundreds of thousands of people born with this each year. And so, going off of your fairytale hybrid people, they do exist, and I'm just wondering how that would play into your view of there being a spectrum of gender because... Walsh: These are people who can get pregnant and also impregnate someone else? Student: Yes. Hermaphrodites have both ovaries and testicles. Walsh: No. No. No. [Audience chattering] Walsh: If such a person existed, I would not include that part in my next speech, but... [Audience laughter] Walsh: ...such a person does not exist. Now, intersex and gender deformities, as you talked about, do exist, and I expected someone to bring that up in the Q and A. I think it's a fine point to bring up. Two things I would say to that. Number one, that actually has nothing to do with transgenderism because if when we're talking about transgender, we're talking specifically about intersex people, then we would just say ""intersex."" But with transgender, most of the time, we're talking about men who don't have any deformities, they are just straight-up men, clearly, and they are identifying as women. So even if I agree that what you're talking about is some sort of exception, that actually would have nothing to do with the transgender topic. But I don't think it is an exception because, as I said, I think a true resident of the middle circle of the Venn diagram would be someone who has the reproductive capabilities of both genders, and no one like that exists. I mean, not to be crude, but there isn't anyone who can get themselves pregnant, right? That doesn't exist in the human kingdom, anyway. So I think what you're talking about there are people who have deformities, and so in their case, it would be more difficult than usual to determine what their actual biological sex is because the usual indicators aren't there or aren't as obvious, but that doesn't mean that they don't have a biological sex. It's just not as clear."
Biologist Career Video,JcAUqJoUgBI,biology,"From the smallest microorganism to the giant blue whale, every living thing is of interest to biologists, who study the basic principles of plant and animal life. Biologists use the scientific method, testing their ideas or hypotheses through experimentation, to investigate questions about the origin of life, its development, and the relationships between living things, as well as a creature’s anatomy and how it functions in its environment. Whether they’re working in a lab, out in the field, or at a university, biologists collect and analyze biological data, although the specifics of their research are as varied as the creatures in nature. For example, some biologists may work almost exclusively with computer models, while others may spend months collecting and studying specimens at sea. Many specialize in working with plants, animals, or the environment. Biologists need strong communication skills. Their work is often as much about interacting with people and institutions as it is focusing on DNA or anatomy. A career in biology generally requires a bachelor’s degree in the field. Many biologists attend graduate school to earn more advanced research positions or professorships."
Biology Slander,vhRpLSwxKdw,biology,what can I say except the mitochondria  is the PowerHouse of the cell   it's a sacrifice I am willing to make idea 100% stolen from the internet years of Academy training wasted
Cells - Introduction | Biology | Don&#39;t Memorise,_u3GEXZPDa8,biology,"We all love reading story books. Every story is framed with sentences, and sentences are framed using words. And what are words made up of? They are made up of letters! If you notice, then everything around us is made up of one or the other smaller entity. These small entities are called Basic units! Did you know, that even our body is made up basic units? Yes it is! Although it appears to be one single body, it is actually made up of millions of basic units coming together! what these units are called? They are known as CELLS! Cells come in different numbers to form our body, rather, any living organism’s body. Can you guess the minimum number of cells required to form an organism’s body? Do you know the answer? There are organisms which are made up of only a single cell! They are called the unicellular organisms! Bacteria are one of the best examples of this category. what are organisms like us called then? We belong to the category of multi-cellular organisms. Those having several cells to make up the body are called multi-cellular organisms Now the next important question is… if there are so many cells in our body, then are all of them exactly the same? Of course NOT! There are many number of cells in our body, and so are their types! Look at these cells for example! These look so different! But astonishingly, all three are a part of our body! This one is an ovum, this is a neuron and the last one is a Red Blood Cell. Their structures, shapes, sizes are totally different from each other, and so are their functions! This is how various types of cells come together in different numbers to form our body. We have this knowledge today! But ever wondered how all this was actually discovered? Let us go back in time, and have a look at the history of cellular studies."
Studying Biological Sciences,BtdqqX-zYnc,biology,"Biological Sciences at Bangor University starts really broad in the first year bringing everybody to the same level of knowledge so we look at things like diversity of the organisms and genetics and bioscience skills. In the second year we get to choose our own modules because we already know what we're interested in and we're introduced to more complex concepts of the area. And the third year we use the knowledge from the first and the second year to work on our dissertation projects. What I love the most about Biological Sciences is that it always changes so there are always new topics coming up or a new species discovered so you never get bored being a scientist really. At Bangor we have many facilities for studying biological sciences, we have Brambell building where we have laboratories to do practicals such as dissections and microbiology experiments. We have the Natural History Museum which all the students have access to and also an aquarium and also we have the main library for scientific books As part of biological sciences we can do a field trip module and we can go to places like South Africa or India or Arizona and study the species from the area. We also get the chance to do the local field trips where we study the environments around Bangor. At Bangor we have many lecturers who are specialised in in different areas of biology and I really like in the lectures when they talk about their own studies and research, I find that really inspiring. When I graduate I would like to go into the research work the university helps me with career advice and CV building workshops. I want to do research because the lectures really inspired me to do so. I am really enjoying my studies at Bangor so I would advise anyone who wants to become a scientist to come here. you"
The Urinary System - An Introduction | Physiology | Biology | FuseSchool,dxecGD0m0Xc,biology,the urinary system is also known as the renal  system at a consists of the kidneys the ureters   the bladder and the urethra your kidneys are  being shaped organs that are about the same   size to compute the mouse to find your kidneys  put your hands on your lower back and slide them   up until you feel your room your kidneys are  just behind a layer of muscle there or your   blood flows through your kidneys 400 times a  day in order to filter out the waste however   they also have other roles as explained in  the video what is homeostasis keeping your   body balanced is very important on the urinary  system plays an important role in this it keeps   the water levels ions such as potassium sodium  calcium magnesium and phosphate pH and blood   pressure as close to constant as possible the  blood goes into the kidneys via the renal artery   it is then forced into a million small filtering  units called nephrons waste is then removed and   close down the reaches to the urinary bladder the  clean blood then leads the kidneys via the renal   vein and can return to the body the liquid that  connects in the bladder is called the urine it   contains urea which is a waste product from the  breakdown of the excess protein it also contains   excess water that the body doesn't need along  for some ions like sodium and potassium did you   know yo gladder can hold up to 800 milliliters of  urine there are two little stinkers that control   when to release your urine from the batter the  first one opens up automatically when the batter   starts to get full luckily we have voluntary  control over the second one so we can hold   on that extra bit longer if we need sometimes  your kidneys can fail a long-term complication   associated with diabetes and blood pressure  is kidney failure this is obviously not good   as waste pulled up in the blood very quickly  if this happens we will need to go to hospital   regularly and go on a dialysis machine dialysis  does the same job as your kidneys filtering the   waste out of the blood and balancing and ions  hopefully at some stage you will be able to   have a kidney transplant the best thing about  kidneys is that you actually only need one to   function so a healthy person can donate one of  these views and you can both function normally   magic to learn more about how Kiwis remove  Europe from the body watch the following video
Biology at Oxford,5LxcwMSQav4,biology,hello Z you will find places of immense beauty awful whale that's an icebreaker I don't even know if it's a killer whale mate I always felt like it was always gonna end up being biology the question is what would draw me to another subject over biology talk one subject if you go holistic view of the earth I think those biology we go all the way from ecosystems down to like gene interactions come on anything you want anything what makes a good vowel just kind of varies looking a plant like smelling it maybe curiosity what's that I'm doing what's that gene doing not being ashamed to be weird my interviews were interesting out of nowhere the guy goes out to the table takes out the skull puts it on the table and he goes tell me what Olga deserve this is that I was happy what not about how much content unit so you have to go in knowing that you're not gonna know all the answers they're looking for someone who's kind of curious about biology there's lots of questions in a way just a real hassle for tutorials exactly tutorials are really fun getting off in tangents of the world experts asking as many questions as you want we get lectures in the Natural History Museum this is where like history happened and now I'm being taught here yeah you have to come through the museum and see there's a stuffed Fox that's on the desk and you patias practicals are a good way to get to grips with the actual practical side of the subjects once you go out in the field to actually see biology in action the Orioles and field trip what a good field trip hours doing you know actual like practical yeah as you were then obviously the fishing side of it is so nice I make you that yeah that's what I was expecting it to be way more formal than who actually it's the tutors become your friend they care about your welfare they always ask how you're doing outside of your degree I wanted a small city like just everything I needed walking distance whatever comes to your mind you'll find in Oxford but I just are really good at sort of work and play hard yeah biologists are very social they like to hang out as little things it's just going to another colleges bar and you see a few biologists there and they were like really chatty and stuff we're not geographers we are science we did our coloring in on that handout I don't think they do it very well yeah they do really well it does feel like you're 30 and kind of intellectual tradition our lecturers will have contributed major pieces of works to this field with people who know more than most people on the planet about that particular area if you've got questions just go for it cutting-edge research that is going on in the world it is actually happening just a couple meters away being like a first-name basis we've like so many of these researchers is incredible and having a cup of tea in a biscuit with with your tutor there's nothing better in life she was a tutor with a cup of tea and a biscuit a good point you [Music]
The geometry of life: When mathematics meets synthetic biology,tTqmV5icnmI,biology,tiling patterns show up everywhere in nature in the structure of a honeycomb the skin of a giraffe or in the Petals of a flower now researchers have developed a new way of making patterns with cells locking them together like Legos to produce beautiful tiling Arrangements diversity of Arizona in Tucson has engineered E coli bacteria with synthetic adhesions proteins that sit on the surfaces of cells and allow them to interact with one another adhesives work like keys that fit into specific locks as bacteria multiply they form colonies that expand or swarm normally when two colonies meet they create one giant colony but when the bacteria with adhesives swarm together the two colonies form an edge where the keys and locks meet and that opens up some opportunities to get creative here the researchers engineered colonies formed by bacteria with locks to Glow green and those with keys to glow red they turn yellow where the locks and keys come together larger faster growing colonies with a key could grow around smaller colonies with the corresponding lock what's more by engineering cells to produce one of two different keys and two different locks they could start to create geometric patterns using mathematical principles the scientists could model where to pipette bacteria with different kinds of adhesions onto a grid Matrix this allows them to create a range of complex patterns the bacteria could also be used to make linear designs including the homage to the University of Arizona the researchers say that the adhesive technology could be used to design biomaterials or new tests for diseases they might even shed light on how life grew in complexity as single-celled organisms evolved into multicellular creatures [Music]
What Is Aerobic Respiration? | Physiology | Biology | FuseSchool,ZkqEno1r2jk,biology,"Respiration is just breathing right? Wrong! Respiration is the chemical process that supplies the body with energy for all other life processes. Growth and repair of cells, muscle contraction, protein synthesis, sending nerve impulses, absorbing molecules and active transport to name just a few. It happens in all living cells. Not just animal cells but also blood cells. There are two types of respiration: aerobic and anaerobic respiration. Aerobic means with air and so needs oxygen. Whereas anaerobic respiration doesn't need oxygen. Let's start by looking at aerobic respiration. Aerobic respiration releases energy in cells by breaking down food substances whilst in the presence of oxygen. It is represented by this simplified equation... But don't forget the energy which is released. Glucose is broken down by oxygen to release the byproducts of carbon dioxide and water. Energy is released which is then used to make a special energy molecule called ATP. ATP is how energy is stored for later use by the body. Aerobic respiration happens all the time in all cells, usually in the mitochondria. Animals get the oxygen needed from the air, through their ventilation systems. Plants get their oxygen from the air through the stomata. Do you remember how photosynthesis works? Compare these two equations... You can hopefully see that aerobic respiration works in the opposite way to photosynthesis. Plants produce food by photosynthesis and then through respiration release energy from it. But don't be confused: whilst plants do release oxygen as a byproduct of photosynthesis they don't necessarily take in this oxygen for respiration. They just take in any oxygen from the air. Plants respire throughout the day and night as do animals. But they only photosynthesize during the day when there is light available. So this is how aerobic, or with air, respiration works. You just need to remember that glucose is broken down in the presence of oxygen, to release carbon dioxide + water and energy. In the next video we will have a look at anaerobic respiration and how it differs."
